"출처DB","업체명","분류","전화","휴대폰","이메일","주소","시/도","구/군","상태","메모","다음연락일","저장일"
"mobile","고운피부&메이크업","피부관리","010-2411-1695","010-2411-1695","","충남 보령시 천변남길 40-14","충남","보령시","미연락","","","2026-06-15 21:17:20"
"mobile","운동공간 정원","헬스클럽","010-2502-2470","010-2502-2470","","충남 천안시 서북구 불당23로 70","충남","천안시","미연락","","","2026-06-15 21:17:20"
"mobile","므네메","미용실","010-8959-0306","010-8959-0306","","충남 예산군 삽교읍 청사로 202","충남","예산군","미연락","","","2026-06-15 21:17:20"
"mobile","인뷰티살롱","미용실","010-7497-8253","010-7497-8253","","충남 홍성군 홍북읍 신대로 86","충남","홍성군","미연락","","","2026-06-15 21:17:20"
"mobile","바디핏EMS","헬스클럽","010-2224-8885","010-2224-8885","","충남 서산시 호수공원1로 38","충남","서산시","미연락","","","2026-06-15 21:17:20"
"mobile","올데이짐 공주점","헬스클럽","010-3650-4333","010-3650-4333","","충남 공주시 신금1길 81-14","충남","공주시","미연락","","","2026-06-15 21:17:20"
"mobile","스포데이휘트니스 아산둔포점","헬스클럽","010-9899-8215","010-9899-8215","","충남 아산시 둔포면 아산밸리중앙로 82","충남","아산시","미연락","","","2026-06-15 21:17:20"
"mobile","거산카페","카페","010-5289-4004","010-5289-4004","","충남 당진시 신평면 덕평로 1392","충남","당진시","미연락","","","2026-06-15 21:17:20"
"mobile","몰랑해피부&왁싱","피부관리","010-3552-1261","010-3552-1261","","충남 당진시 원당로 50-20","충남","당진시","미연락","","","2026-06-15 21:17:20"
"mobile","카페달곰","카페","010-4238-1418","010-4238-1418","","충남 부여군 부여읍 반월로 15","충남","부여군","미연락","","","2026-06-15 21:17:20"
"mobile","카페신양리","카페","010-4502-6970","010-4502-6970","","충남 아산시 둔포면 봉신로230번길 9","충남","아산시","미연락","","","2026-06-15 21:17:20"
"mobile","시너짐","헬스클럽","010-8025-6544","010-8025-6544","","충남 아산시 탕정면 탕정면로 150","충남","아산시","미연락","","","2026-06-15 21:17:20"
"mobile","갱갱","카페","010-2541-6287","010-2541-6287","","충남 논산시 강경읍 옥녀봉로 49","충남","논산시","미연락","","","2026-06-15 21:17:08"
"mobile","이을헤어","미용실","010-5904-9106","010-5904-9106","","충남 천안시 서북구 불당34길 25-4","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","송원","카페","010-9144-4392","010-9144-4392","","충남 공주시 봉황로 102-1","충남","공주시","미연락","","","2026-06-15 21:17:08"
"mobile","윤영애헤어샵","미용실","010-3778-8834","010-3778-8834","","충남 서천군 서천읍 군청로 24","충남","서천군","미연락","","","2026-06-15 21:17:08"
"mobile","노이네일","네일샵","010-8696-1201","010-8696-1201","","충남 아산시 삼동로 77","충남","아산시","미연락","","","2026-06-15 21:17:08"
"mobile","구공스테이 사색","펜션","010-5787-3354","010-5787-3354","","충남 천안시 동남구 북면 위례성로 786-1","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","컨비니언스 두정3호점","무인카페","010-2218-1391","010-2218-1391","","충남 천안시 서북구 부성7길 32","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","헤어뷰","미용실","010-9468-1870","010-9468-1870","","충남 아산시 배방읍 월천5길 31","충남","아산시","미연락","","","2026-06-15 21:17:08"
"mobile","다방면커피","카페","010-2104-3823","010-2104-3823","","충남 예산군 예산읍 예산시장길 2","충남","예산군","미연락","","","2026-06-15 21:17:08"
"mobile","간양길카페","카페","010-4408-2722","010-4408-2722","","충남 예산군 예산읍 간양길 197-26","충남","예산군","미연락","","","2026-06-15 21:17:08"
"mobile","영자클럽 보령점","카페","010-5241-5343","010-5241-5343","","충남 보령시 원동2길 45","충남","보령시","미연락","","","2026-06-15 21:17:08"
"mobile","메종초이","카페","010-6566-5255","010-6566-5255","","충남 서산시 예천7로 22-2","충남","서산시","미연락","","","2026-06-15 21:17:08"
"mobile","미녀와야수GYM 백석대점","헬스클럽","010-8283-6152","010-8283-6152","","충남 천안시 동남구 문암로 66","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","베이직PT 명천점","헬스클럽","010-2960-0660","010-2960-0660","","충남 보령시 천변남길 210","충남","보령시","미연락","","","2026-06-15 21:17:08"
"mobile","비비추","미용실","010-8200-6146","010-8200-6146","","충남 천안시 동남구 봉명8길 7-5","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","소현네굴구이","굴,전복","010-9557-0402","010-9557-0402","","충남 보령시 천북면 홍보로 1061","충남","보령시","미연락","","","2026-06-15 21:17:08"
"mobile","테라피움","피부관리","010-9785-9090","010-9785-9090","","충남 보령시 큰오랏3길 94-4","충남","보령시","미연락","","","2026-06-15 21:17:08"
"mobile","헤일로","미용실","010-5223-3438","010-5223-3438","","충남 아산시 탕정면 한들물빛5로 36","충남","아산시","미연락","","","2026-06-15 21:17:08"
"mobile","원헤어","미용실","010-9153-9541","010-9153-9541","","충남 천안시 서북구 서부대로 400","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","경민청소 천안지점","청소대행","010-6313-5542","010-6313-5542","","충남 천안시 동남구 신흥1길 7","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","백년카페보노","카페","010-2952-2189","010-2952-2189","","충남 논산시 체육로 69","충남","논산시","미연락","","","2026-06-15 21:17:08"
"mobile","송쓰컨디셔닝스튜디오","헬스클럽","010-4204-9547","010-4204-9547","","충남 천안시 서북구 세관길 76","충남","천안시","미연락","","","2026-06-15 21:17:08"
"mobile","로고헤어","미용실","010-7561-4884","010-7561-4884","","충남 천안시 서북구 불당5길 36","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","스무살에머물다 당진읍내점","피부관리","010-3525-0841","010-3525-0841","","충남 당진시 서문1길 7","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","피앤피짐","헬스클럽","010-3072-0013","010-3072-0013","","충남 천안시 서북구 충무로 130","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","압구정미친머리","미용실","010-9908-6248","010-9908-6248","","충남 논산시 중앙로398번길 7-6","충남","논산시","미연락","","","2026-06-15 21:17:07"
"mobile","대영헬스","헬스클럽","010-6424-9100","010-6424-9100","","충남 서천군 장항읍 성화로 196","충남","서천군","미연락","","","2026-06-15 21:17:07"
"mobile","콤잉","미용실","010-5654-3598","010-5654-3598","","충남 서산시 예천8로 26-7","충남","서산시","미연락","","","2026-06-15 21:17:07"
"mobile","텐퍼센트커피 천안아산역점","텐퍼센트커피","010-3380-1245","010-3380-1245","","충남 아산시 배방읍 희망로46번길 16","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","수현헤어샵","미용실","010-3014-9136","010-3014-9136","","충남 금산군 금산읍 후곤천길 92","충남","금산군","미연락","","","2026-06-15 21:17:07"
"mobile","투데이무드","카페","010-4747-9672","010-4747-9672","","충남 예산군 삽교읍 애향15길 2","충남","예산군","미연락","","","2026-06-15 21:17:07"
"mobile","옥헤어싸롱개미와공작새","미용실","010-6375-7475","010-6375-7475","","충남 보령시 지장골길 158","충남","보령시","미연락","","","2026-06-15 21:17:07"
"mobile","빵집오빠 보령시대천점","빵집오빠","010-7338-5016","010-7338-5016","","충남 보령시 중앙로 99","충남","보령시","미연락","","","2026-06-15 21:17:07"
"mobile","에이짐","헬스클럽","010-5834-8049","010-5834-8049","","충남 서산시 쌍연남2로 4","충남","서산시","미연락","","","2026-06-15 21:17:07"
"mobile","브이아이핏","헬스클럽","010-2116-2716","010-2116-2716","","충남 천안시 동남구 청수로 131","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","한미숙머리방","미용실","010-3070-5712","010-3070-5712","","충남 청양군 청양읍 칠갑산로7길 7","충남","청양군","미연락","","","2026-06-15 21:17:07"
"mobile","카페수피아","카페","010-7594-8320","010-7594-8320","","충남 당진시 역천로 694","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","바이콩즈","카페","010-8523-3688","010-8523-3688","","충남 공주시 반포면 동학사1로 82","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","헤어리베","미용실","010-6680-5297","010-6680-5297","","충남 천안시 서북구 불당25로 8","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","나인플레이스","커피전문점","010-3056-9193","010-3056-9193","","충남 천안시 서북구 불당31길 15","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","시티짐 불당점","헬스클럽","010-5817-0820","010-5817-0820","","충남 천안시 서북구 불당34길 2","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","남포카페","카페","010-2151-2369","010-2151-2369","","충남 보령시 남포면 충서로 1839-21","충남","보령시","미연락","","","2026-06-15 21:17:07"
"mobile","피플앤독느티캠핑장","오토캠핑장","010-8253-2790","010-8253-2790","","충남 예산군 신양면 불원귀곡길 108","충남","예산군","미연락","","","2026-06-15 21:17:07"
"mobile","거꾸로가는시간","피부관리","010-6265-7999","010-6265-7999","","충남 당진시 우두로 23","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","카페175","카페","010-7542-7663","010-7542-7663","","충남 홍성군 홍성읍 홍덕서로 175","충남","홍성군","미연락","","","2026-06-15 21:17:07"
"mobile","랜드뷰공인중개사사무소","부동산중개업","010-8774-0688","010-8774-0688","","충남 아산시 시민로439번길 24-4","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","PT연구소","헬스클럽","010-3900-6672","010-3900-6672","","충남 아산시 탕정면 탕정면로 8","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","러쉬피트니스 탕정점","헬스클럽","010-4401-2288","010-4401-2288","","충남 아산시 배방읍 세교중앙로 10","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","바이탈짐 2호점","헬스클럽","010-2588-3683","010-2588-3683","","충남 홍성군 홍북읍 청사로48번길 12-1","충남","홍성군","미연락","","","2026-06-15 21:17:07"
"mobile","인생네컷 대천머드광장점","인생네컷","010-3159-4785","010-3159-4785","","충남 보령시 머드로 118","충남","보령시","미연락","","","2026-06-15 21:17:07"
"mobile","프리스타일헤어샵","미용실","010-9670-4059","010-9670-4059","","충남 태안군 태안읍 후곡로 131-6","충남","태안군","미연락","","","2026-06-15 21:17:07"
"mobile","다올머리방","미용실","010-7548-2388","010-7548-2388","","충남 아산시 번영로115번길 20","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","살롱드아벨","미용실","010-2543-3494","010-2543-3494","","충남 아산시 배방읍 월천2길 119-3","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","끌리다움","피부관리","010-6691-8299","010-6691-8299","","충남 당진시 동부로 22","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","미녀와야수짐 신창점","헬스클럽","010-5304-2495","010-5304-2495","","충남 아산시 신창면 순천향로 19-1","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","은미용실","미용실","010-6415-1071","010-6415-1071","","충남 금산군 금산읍 비단로 190","충남","금산군","미연락","","","2026-06-15 21:17:07"
"mobile","민들레헤어","미용실","010-9511-3824","010-9511-3824","","충남 공주시 산성시장2길 50","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","에이블왁싱","피부관리","010-9232-4419","010-9232-4419","","충남 당진시 무수동로 226","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","위너크로스핏 성성점","헬스클럽","010-6512-2223","010-6512-2223","","충남 천안시 서북구 성성6로 48-31","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","주원헤어","미용실","010-3851-6315","010-3851-6315","","충남 태안군 태안읍 후곡로 145","충남","태안군","미연락","","","2026-06-15 21:17:07"
"mobile","반줄김밥","분식","010-4432-2008","010-4432-2008","","충남 공주시 산성시장2길 56-5","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","TG실내테니스장","테니스장","010-4152-3500","010-4152-3500","","충남 공주시 의당면 청룡리 89-1","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","휴헤어","미용실","010-3776-3531","010-3776-3531","","충남 천안시 서북구 한들3로 78-54","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","장금이펜션","펜션","010-2201-5568","010-2201-5568","","충남 논산시 연무읍 진등길 23","충남","논산시","미연락","","","2026-06-15 21:17:07"
"mobile","커피쏘울","커피전문점","010-6811-3725","010-6811-3725","","충남 공주시 제민천3길 54","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","오늘더뷰티","피부관리","010-5625-3320","010-5625-3320","","충남 당진시 밤절로 168","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","바다주","디저트카페","010-7612-6042","010-7612-6042","","충남 당진시 석문면 용무치길 9-16","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","몽카페","카페","010-8884-1243","010-8884-1243","","충남 공주시 우체국길 28-1","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","더끌림헤어","미용실","010-5077-2954","010-5077-2954","","충남 태안군 태안읍 후곡로 73","충남","태안군","미연락","","","2026-06-15 21:17:07"
"mobile","컴포즈커피 온양온천시장점","컴포즈커피","010-9770-1193","010-9770-1193","","충남 아산시 시장길 28","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","팔레트","미용실","010-2317-1232","010-2317-1232","","충남 천안시 서북구 불당25로 138","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","화지김밥","분식","010-3499-4712","010-3499-4712","","충남 논산시 중앙로500번길 21-1","충남","논산시","미연락","","","2026-06-15 21:17:07"
"mobile","아르드뽀에스테틱","피부관리","010-5566-6638","010-5566-6638","","충남 당진시 우두로 23","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","카페해길","카페","010-5458-8908","010-5458-8908","","충남 홍성군 홍성읍 간동1길 10-1","충남","홍성군","미연락","","","2026-06-15 21:17:07"
"mobile","지방부수리 아산점","헬스클럽","010-5959-1199","010-5959-1199","","충남 아산시 배방읍 북수로 34","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","헤어바이희","미용실","010-5805-7080","010-5805-7080","","충남 천안시 서북구 두정로 216","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","구움당","카페","010-3929-3485","010-3929-3485","","충남 서산시 동헌로 29","충남","서산시","미연락","","","2026-06-15 21:17:07"
"mobile","커피더새로","카페","010-8560-8645","010-8560-8645","","충남 서산시 탑동1로 26","충남","서산시","미연락","","","2026-06-15 21:17:07"
"mobile","구윤카페","카페","010-9410-9045","010-9410-9045","","충남 홍성군 홍북읍 상하천로 31","충남","홍성군","미연락","","","2026-06-15 21:17:07"
"mobile","참핏","헬스클럽","010-5002-9682","010-5002-9682","","충남 태안군 태안읍 정주내1길 7","충남","태안군","미연락","","","2026-06-15 21:17:07"
"mobile","채림살롱","미용실","010-8282-1331","010-8282-1331","","충남 천안시 서북구 불당21로 40","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","조개까는남자","조개","010-4696-7578","010-4696-7578","","충남 보령시 해수욕장4길 16","충남","보령시","미연락","","","2026-06-15 21:17:07"
"mobile","벗고탠 당진","피부관리","010-3733-4815","010-3733-4815","","충남 당진시 당진중앙2로 103-15","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","해월사주","운명감정","010-2054-3845","010-2054-3845","","충남 천안시 동남구 대흥로 241-14","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","피플짐 성정점","헬스클럽","010-8955-9677","010-8955-9677","","충남 천안시 서북구 동서대로 129-12","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","구피염색 산성시장점","미용실","010-7720-4349","010-7720-4349","","충남 공주시 산성시장3길 11","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","배방PT FNB짐","헬스클럽","010-5858-6463","010-5858-6463","","충남 아산시 배방읍 배방로13번길 22","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","세이프존 보령점","미용실","010-3397-5680","010-3397-5680","","충남 보령시 중앙로 180","충남","보령시","미연락","","","2026-06-15 21:17:07"
"mobile","미쁘다헤어","미용실","010-7542-6362","010-7542-6362","","충남 서산시 율지15로 3","충남","서산시","미연락","","","2026-06-15 21:17:07"
"mobile","DH실내테니스장","테니스장","010-5822-8150","010-5822-8150","","충남 천안시 동남구 북일로 75","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","에스네일엔뷰티","네일샵","010-3155-1476","010-3155-1476","","충남 태안군 태안읍 후곡로 104","충남","태안군","미연락","","","2026-06-15 21:17:07"
"mobile","나미앤헤어","미용실","010-6887-0105","010-6887-0105","","충남 당진시 신평면 거산3거리길 39","충남","당진시","미연락","","","2026-06-15 21:17:07"
"mobile","고릴라GYM 백석대점","헬스클럽","010-2670-4519","010-2670-4519","","충남 천안시 동남구 문암로 63","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","킹스맨바버샵","바버샵","010-6476-6794","010-6476-6794","","충남 예산군 삽교읍 애향12길 14","충남","예산군","미연락","","","2026-06-15 21:17:07"
"mobile","마을카페가족","카페","010-3341-2615","010-3341-2615","","충남 논산시 연산면 연산4길 10-7","충남","논산시","미연락","","","2026-06-15 21:17:07"
"mobile","닥터바디짐","헬스클럽","010-9460-1196","010-9460-1196","","충남 아산시 배방읍 배방로14번길 16","충남","아산시","미연락","","","2026-06-15 21:17:07"
"mobile","뉴트럴바디핏스튜디오","스포츠시설","010-2076-5035","010-2076-5035","","충남 서산시 예천1로 28","충남","서산시","미연락","","","2026-06-15 21:17:07"
"mobile","백송모찌 예산시장본점","디저트카페","010-2390-5670","010-2390-5670","","충남 예산군 예산읍 예산시장길 2","충남","예산군","미연락","","","2026-06-15 21:17:07"
"mobile","미녀와야수짐 쌍용점","헬스클럽","010-2296-8541","010-2296-8541","","충남 천안시 서북구 충무로 167-18","충남","천안시","미연락","","","2026-06-15 21:17:07"
"mobile","라이크헤어","미용실","010-3620-3179","010-3620-3179","","충남 공주시 무령로 599-25","충남","공주시","미연락","","","2026-06-15 21:17:07"
"mobile","미라온휘트니스 천안두정점","헬스클럽","010-7298-7981","010-7298-7981","","충남 천안시 서북구 두정로 228","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","신사남매","펜션","010-8823-1003","010-8823-1003","","충남 서천군 장항읍 성주새길 70","충남","서천군","미연락","","","2026-06-15 21:16:55"
"mobile","꽃채운카페","전통찻집","010-7311-1702","010-7311-1702","","충남 금산군 금산읍 비단로 85","충남","금산군","미연락","","","2026-06-15 21:16:55"
"mobile","예당하늘빛펜션","펜션","010-8943-7660","010-8943-7660","","충남 예산군 응봉면 신리길 3","충남","예산군","미연락","","","2026-06-15 21:16:55"
"mobile","빠짐","헬스클럽","010-4077-1441","010-4077-1441","","충남 아산시 신창면 온천대로 1058","충남","아산시","미연락","","","2026-06-15 21:16:55"
"mobile","신사남매","펜션","010-8823-1003","010-8823-1003","","충남 서천군 장항읍 성주새길 70","충남","서천군","미연락","","","2026-06-15 21:16:55"
"mobile","골든로즈펜션","펜션","010-6243-9336","010-6243-9336","","충남 보령시 고잠2길 16-5","충남","보령시","미연락","","","2026-06-15 21:16:55"
"mobile","로트라인스튜디오","헬스클럽","010-732-2580","010-732-2580","","충남 논산시 번영로18번길 2","충남","논산시","미연락","","","2026-06-15 21:16:55"
"mobile","W짐","헬스클럽","010-5685-7330","010-5685-7330","","충남 천안시 서북구 천안대로 1024-5","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","노을과구름펜션","펜션","010-5030-9974","010-5030-9974","","충남 천안시 동남구 목천읍 삼방로 77-23","충남","동남구","미연락","","","2026-06-15 21:16:55"
"mobile","달라짐","헬스클럽","010-7799-7344","010-7799-7344","","충남 천안시 동남구 청수11로 16","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","위요","미용실","010-3865-1903","010-3865-1903","","충남 아산시 탕정면 매곡한들8길 18","충남","아산시","미연락","","","2026-06-15 21:16:55"
"mobile","선의미학무용학원 부여점","무용학원,발레학원","010-5409-5546","010-5409-5546","","충남 부여군 규암면 수북로 8","충남","부여군","미연락","","","2026-06-15 21:16:55"
"mobile","호랑이까까집","디저트카페","010-9646-4338","010-9646-4338","","충남 태안군 태안읍 군청8길 22-15","충남","태안군","미연락","","","2026-06-15 21:16:55"
"mobile","프렌들리68","카페","010-4218-3038","010-4218-3038","","충남 예산군 예산읍 예중길 68","충남","예산군","미연락","","","2026-06-15 21:16:55"
"mobile","러쉬피트니스&PT 불당점","헬스클럽","010-2210-4488","010-2210-4488","","충남 천안시 서북구 불당21로 67-26","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","해적카페&와플그래 공주대점","카페","010-3938-2510","010-3938-2510","","충남 공주시 공주대학로 64-2","충남","공주시","미연락","","","2026-06-15 21:16:55"
"mobile","짐크레모아","헬스클럽","010-5849-7853","010-5849-7853","","충남 천안시 서북구 미라7길 22","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","김문경헤어","미용실","010-3437-4737","010-3437-4737","","충남 금산군 금산읍 뒷담말2길 7","충남","금산군","미연락","","","2026-06-15 21:16:55"
"mobile","살롱드미감 두정점","미용실","010-4579-8055","010-4579-8055","","충남 천안시 서북구 원두정6길 3","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","베릴리","테마카페","010-6456-5627","010-6456-5627","","충남 논산시 노성면 노성로 508-8","충남","논산시","미연락","","","2026-06-15 21:16:55"
"mobile","영플라워","꽃집,꽃배달","010-8811-3283","010-8811-3283","","충남 보령시 대천로 50","충남","보령시","미연락","","","2026-06-15 21:16:55"
"mobile","리코살롱","미용실","010-7398-0577","010-7398-0577","","충남 천안시 동남구 중앙로 241-1","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","카페단청","카페","010-2048-3773","010-2048-3773","","충남 부여군 부여읍 성왕로 228","충남","부여군","미연락","","","2026-06-15 21:16:55"
"mobile","어나더오븐","제과,베이커리","010-5050-2158","010-5050-2158","","충남 보령시 중앙로 50","충남","보령시","미연락","","","2026-06-15 21:16:55"
"mobile","수아살롱","미용실","010-2716-4415","010-2716-4415","","충남 아산시 탕정면 한들물빛도시로 70","충남","아산시","미연락","","","2026-06-15 21:16:55"
"mobile","한아름플라워스튜디오","꽃집,꽃배달","010-5004-5179","010-5004-5179","","충남 논산시 부창로 103","충남","논산시","미연락","","","2026-06-15 21:16:55"
"mobile","제이디짐","헬스클럽","010-5164-4441","010-5164-4441","","충남 천안시 서북구 월봉로 128","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","카페로우","디저트카페","010-6667-0400","010-6667-0400","","충남 당진시 남부로 453-32","충남","당진시","미연락","","","2026-06-15 21:16:55"
"mobile","바오밥나무카페","카페","010-4460-7423","010-4460-7423","","충남 예산군 삽교읍 상성성미길 38","충남","예산군","미연락","","","2026-06-15 21:16:55"
"mobile","강경김밥","분식","010-7356-0472","010-7356-0472","","충남 논산시 강경읍 계백로 135","충남","논산시","미연락","","","2026-06-15 21:16:55"
"mobile","봄아이","피부관리","010-3437-3328","010-3437-3328","","충남 당진시 송악읍 반촌로 56-76","충남","당진시","미연락","","","2026-06-15 21:16:55"
"mobile","미틈달열아흐레","카페","010-4271-7169","010-4271-7169","","충남 태안군 태안읍 동문5길 11-10","충남","태안군","미연락","","","2026-06-15 21:16:55"
"mobile","오곡상회","디저트카페","010-4223-5471","010-4223-5471","","충남 공주시 일신역길 22","충남","공주시","미연락","","","2026-06-15 21:16:55"
"mobile","퓨어리티","피부관리","010-5727-0555","010-5727-0555","","충남 당진시 무수동1길 25-22","충남","당진시","미연락","","","2026-06-15 21:16:55"
"mobile","장터커피 청양점","카페","010-7777-0074","010-7777-0074","","충남 청양군 청양읍 중앙로5길 20","충남","청양군","미연락","","","2026-06-15 21:16:55"
"mobile","지유명차 군산장항점","전통찻집","010-8746-5876","010-8746-5876","","충남 서천군 장항읍 성화로 196","충남","서천군","미연락","","","2026-06-15 21:16:55"
"mobile","카페다빈제과","디저트카페","010-2442-8153","010-2442-8153","","충남 천안시 서북구 한들3로 35-11","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","657헤어","미용실","010-8111-6570","010-8111-6570","","충남 공주시 신금1길 97-30","충남","공주시","미연락","","","2026-06-15 21:16:55"
"mobile","마니마니조개구이","조개","010-2237-7180","010-2237-7180","","충남 보령시 해수욕장4길 26","충남","보령시","미연락","","","2026-06-15 21:16:55"
"mobile","아소비 서산예천점학원","학원","010-2025-0979","010-2025-0979","","충남 서산시 예천9로 4","충남","서산시","미연락","","","2026-06-15 21:16:55"
"mobile","점핑하이 내동센터","점핑하이","010-9262-4212","010-9262-4212","","충남 논산시 체육로 29","충남","논산시","미연락","","","2026-06-15 21:16:55"
"mobile","디자인유어바디","헬스클럽","010-7141-3089","010-7141-3089","","충남 서산시 율지19길 33","충남","서산시","미연락","","","2026-06-15 21:16:55"
"mobile","단아한과자점","디저트카페","010-2913-2810","010-2913-2810","","충남 천안시 서북구 두정로 98","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","바이탈짐 내포본점","헬스클럽","010-9185-3683","010-9185-3683","","충남 홍성군 홍북읍 홍학로 95","충남","홍성군","미연락","","","2026-06-15 21:16:55"
"mobile","루씨르","피부관리","010-3362-5180","010-3362-5180","","충남 당진시 수청5길 31","충남","당진시","미연락","","","2026-06-15 21:16:55"
"mobile","무창포빵명장","제과,베이커리","010-8873-5040","010-8873-5040","","충남 보령시 웅천읍 열린바다로 334-4","충남","보령시","미연락","","","2026-06-15 21:16:55"
"mobile","머슬테크짐","헬스클럽","010-4190-6033","010-4190-6033","","충남 천안시 서북구 두정중11길 62","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","헤어첼로","미용실","010-4249-0950","010-4249-0950","","충남 서산시 관아문길 23-1","충남","서산시","미연락","","","2026-06-15 21:16:55"
"mobile","크로스핏 대천","헬스클럽","010-9730-8377","010-9730-8377","","충남 보령시 궁촌1길 12","충남","보령시","미연락","","","2026-06-15 21:16:55"
"mobile","백스커피공방","커피전문점","010-3691-0982","010-3691-0982","","충남 공주시 제민천3길 78","충남","공주시","미연락","","","2026-06-15 21:16:55"
"mobile","내몸을찾짐","헬스클럽","010-7557-0050","010-7557-0050","","충남 천안시 서북구 월봉로 30","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","커피비 군청점","커피전문점","010-9461-1230","010-9461-1230","","충남 청양군 청양읍 문화예술로 222","충남","청양군","미연락","","","2026-06-15 21:16:55"
"mobile","롱테일","카페","010-2619-9472","010-2619-9472","","충남 서산시 예천8로 22-9","충남","서산시","미연락","","","2026-06-15 21:16:55"
"mobile","깨비크린","청소대행","010-6811-6744","010-6811-6744","","충남 논산시 연무읍 안심로 192","충남","논산시","미연락","","","2026-06-15 21:16:55"
"mobile","이지매쓰학원","학원","010-5310-6181","010-5310-6181","","충남 예산군 삽교읍 예학로 93","충남","예산군","미연락","","","2026-06-15 21:16:55"
"mobile","구루미","커피전문점","010-8729-8221","010-8729-8221","","충남 아산시 탕정면 삼성로 520-11","충남","아산시","미연락","","","2026-06-15 21:16:55"
"mobile","SMs헬스&드림","헬스클럽","010-7190-9302","010-7190-9302","","충남 천안시 동남구 목천읍 삼성5길 46","충남","천안시","미연락","","","2026-06-15 21:16:55"
"mobile","커피집","커피전문점","010-2623-4564","010-2623-4564","","충남 서천군 서천읍 군청로 1","충남","서천군","미연락","","","2026-06-15 21:16:55"
"mobile","크림하우스","디저트카페","010-2689-5740","010-2689-5740","","충남 홍성군 홍북읍 청사로174번길 21","충남","홍성군","미연락","","","2026-06-15 21:16:55"
"mobile","해오름해물칼국수","칼국수","010-6336-6693","010-6336-6693","","충남 당진시 석문면 석문해안로 128","충남","당진시","미연락","","","2026-06-15 21:16:55"
